date;portal;title;position;link
2015-03-19;http://www.newsweek.pl/;Eksperci,Celem,ataków,w,Tunezji,nie,byli,turysci,To,nie,byl,zamach,na,turystów,Gdyby,tak,mialo,byc,zakladam,ze,terrorysci,za,swój,modus,operandi,przyjeliby,zamach,samobójczy,uwaza,dr,Adam,Krawczyk,ekspert,ds;1;http://swiat.newsweek.pl/zamachy-w-tunezji-eksperci-celem-nie-byli-turysci,artykuly,359306,1.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;3;http://www.tvn24.pl/bronislaw-komorowski-zawiesza-kampanie-wyborcza,525424,s.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;2;http://www.tvn24.pl/komorowski-i-duda-zawieszaja-kampanie-w-zwiazku-z-tragedia-w-tunezji,525424,s.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;1;http://www.tvn24.pl/bronislaw-komorowski-zawiesza-kampanie-wyborcza,525424,s.html
2015-03-19;http://natemat.pl/;Magdalena Ogórek: Zmienmy konstytucje;4;http://magdalenaogorek.natemat.pl/137061,po-co-nam-prezydent
2015-03-19;http://natemat.pl/;System Nabino zawiódl przy wyborach. I co? Firma dostala kolejne rzadowe zlecenie;3;http://natemat.pl/137063,system-firmy-nabino-zawiodl-podczas-liczenia-glosow-w-wyborach-samorzadowych-wiec-otrzymala-kolejne-rzadowe-zlecenie
2015-03-19;http://natemat.pl/;WYBORY;2;http://wybory.natemat.pl
2015-03-19;http://natemat.pl/;Korwin i spólka o narkotykach: Dorosly Polak powinien sobie móc wstrzykiwac, co chce;2;http://natemat.pl/136983,korwin-o-narkotykach-dorosly-polak-powinien-sobie-moc-wstrzykiwac-co-chce
2015-03-19;http://natemat.pl/;<U+2B06>Krzyki na wiecach pomagaja kampanii;1;http://natemat.pl/132313,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-bronislaw-komorowski
2015-03-19;http://natemat.pl/;<U+2B07>Kampania tylko dla wybranych;1;http://natemat.pl/132315,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-andrzej-duda
2015-03-19;http://natemat.pl/;<U+2B07> Innowacyjna  kampania nie pomaga;1;http://natemat.pl/132317,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzila-sobie-w-kampanii-magdalena-ogorek
2015-03-19;http://natemat.pl/;Niezniszczalny Netanjahu. Jego partia znów wygrywa wybory;1;http://natemat.pl/136939,partia-urzedujacego-premiera-benjamina-netanjahu-ponownie-wygrywa-wybory-likud-dostal-30-mandatow-w-knessecie
2015-03-19;http://www.gazeta.pl;Zamieszanie po wypowiedzi Sikorskiego. Będzie żałoba narodowa? Odpowiada Kancelaria Prezydenta;2;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17592664,Zamieszanie_po_wypowiedzi_Sikorskiego__Bedzie_zaloba.html
2015-03-19;http://www.gazeta.pl;Komorowski i Duda przerwali kampanię po zamachu;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17591570,Komorowski_przerywa_kampanie_z_powodu_zamachu_w_Tunezji.html
2015-03-19;http://www.gazeta.pl;Korwin obiecuje: Będę ułaskawiał na dużą skalę;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17592381,Korwin_Mikke_zapowiada___Bede_ulaskawial_na_szeroka.html
2015-03-19;http://www.dziennik.pl;JP II na plakatach? Kontrowersyjna kampania wyborcza;2;http://wiadomosci.dziennik.pl/wydarzenia/artykuly/485658,wybory-prezyenckie-2015-kontrowersyjna-kampania-z-janem-pawlem-ii.html
2015-03-19;http://www.dziennik.pl;Opuszczone flagi na Pałacu Prezydenckim. Komorowski zawiesza kampanię;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485669,atak-terrorystyczny-w-tunezji-zgineli-polacy-prezydent-komorowski-zawiesza-kampanie.html
2015-03-19;http://www.dziennik.pl;Komorowski: NATO powinno znowelizować koncepcję obrony strategicznej;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485657,komorowski-nato-powinno-znowelizowac-koncepcje-obrony-strategicznej.html
2015-03-19;http://wyborcza.pl/0,0.html?piano_d=1;Trzecia faza Magdaleny Ogórek. Czy kandydatka SLD zmieni strategię kampanii?;2;http://wyborcza.pl/1,75478,17592354,Trzecia_faza_Magdaleny_Ogorek__Czy_kandydatka_SLD.html
